Title,Permalink
"<em><strong>Number of Uninsured Could Rise<br>By 16-18 Million Over the Next Decade</strong></em>",https://nchc.org/releases/mayrevise/
"The Path Forward: The 2020 Elections and Re-Imagining the Health Care System Amid Crisis",https://nchc.org/events/https-nchc-org-thepathforward/
"Coalition Calls For Quality of Care Legislation This Year",https://nchc.org/releases/legislation/
"<strong>Best Practices: New Strategies to Reduce Medical Errors</strong>",https://nchc.org/releases/hes_speech_on_medical_errors_2-22/
"<strong>IOWA GOVERNORS ISSUE BI-PARTISAN CALL FOR ACTION ON HEALTH CAR</strong>",https://nchc.org/releases/iowa_governors_issue_1-7-00/
Study,https://nchc.org/releases/erosion/
"Improving Chronic Care in Medicare Advantage and Beyond",https://nchc.org/events/improving-chronic-care-in-medicare-advantage-and-beyond/
"<strong>USING THE FEDERAL INCOME TAX SYSTEM TO EXPAND HEALTH INSURANCE COVERAGE:<br>A PRIMER ON THE ISSUES</strong>",https://nchc.org/releases/expandinsurance-2/
"Report on Best Practices to Reduce Medical Errors Will Be Issued in Early 2000",https://nchc.org/releases/health_care_alert_12-1-99/
"<strong>USING THE FEDERAL INCOME TAX SYSTEM TO EXPAND HEALTH INSURANCE COVERAGE:<br>A PRIMER ON THE ISSUES</strong>",https://nchc.org/releases/using-the-federal-income-tax-system-to-expand-health-insurance-coveragea-primer-on-the-issues-2/
"Improving Medicare Post-Acute Care Transformation (IMPACT) Through Standardized Assessment Data",https://nchc.org/events/improving-medicare-post-acute-care-transformation-impact-through-standardized-assessment-data/
Study,https://nchc.org/releases/study-2/
"<strong>Universal Coverage - A Call for Action</strong>",https://nchc.org/releases/universal-coverage-a-call-for-action-5/
"Improving Patient Quality of Life: The Role of Palliative Care",https://nchc.org/events/improving-patient-quality-of-life-the-role-of-palliative-care/
"<strong><em>FOCUS OF HEALTH CARE DEBATE MUST BE EXPANDED</em></strong>",https://nchc.org/releases/debate13/
"Innovative Private Sector Strategies to Curb Health Costs",https://nchc.org/events/innovative-private-sector-strategies-to-curb-health-costs/
"<strong>Universal Coverage - A Call for Action</strong>",https://nchc.org/releases/universal-coverage-a-call-for-action-6/
"<strong><em>Congressional Candidates Express Broad Bipartisan Support For</em></strong><br><strong><em>Health System Changes</em></strong>",https://nchc.org/releases/candidate/
"Medicare Cliff: Who’s Impacted by Projected 52% Jump in Medicare Premiums? Will Washington Do Something About It?",https://nchc.org/events/medicare-cliff-whos-impacted-by-projected-52-jump-in-medicare-premiums-will-washington-do-something-about-it/
"<strong>Universal Coverage - A Call for Action</strong>",https://nchc.org/releases/universal-coverage-a-call-for-action-7/
"<strong><em>Former President George Bush Joins the National Coalition on Health Care</em></strong>",https://nchc.org/releases/bush_joins/
"NCHC &amp; West Health Hill Briefing: The Burden of High Drug Prices Among Communities of Color (Part 1)",https://nchc.org/events/nchc-west-health-public-hill-briefing-on-drug-pricing-2/
"March 15, 1999",https://nchc.org/releases/attach2/
"<strong>Improving the Quality of Health Care:</strong><br><strong>The Federal Government Must Play a Vital Role</strong>",https://nchc.org/releases/attach1/
"<strong><em>Initiative to Improve Health Care<br>Seeks Wider Adoption of Quality Innovations</em></strong>",https://nchc.org/releases/adopt_quality/
"<strong>Universal Coverage - A Call For Action</strong>",https://nchc.org/releases/universal-coverage-a-call-for-action-8/
"Did You Know?",https://nchc.org/know/seniors/
"Health Care Facts",https://nchc.org/know/coverage/
"Did You Know?",https://nchc.org/know/did-you-know-2/
"Did You Know?",https://nchc.org/know/did-you-know-3/
GLOSSARY,https://nchc.org/know/glossary/
"Did You Know?",https://nchc.org/know/did-you-know-4/
"HEALTH CARE COSTS ñ MYTHS AND REALTIES",https://nchc.org/know/mythnreality/
"Did You Know?",https://nchc.org/know/did-you-know-5/
"Key Findings - Quality Paper",https://nchc.org/know/quality_myths/
"Did You Know?",https://nchc.org/know/did-you-know-6/
"Did You Know?",https://nchc.org/know/did-you-know-7/
"<a href=""https://nchc.org/wp-admin/post.php?post=1074&amp;action=edit"">Health Care Facts</a>",https://nchc.org/know/spending/
"Uninsured Myths and Realities",https://nchc.org/know/uninsured_myths/
"NCHC | Materials - Articles",https://nchc.org/materials/index-6/
"NCHC | News - Press Releases",https://nchc.org/materials/archive/
"NCHC | News - Press Releases",https://nchc.org/materials/nchc-news-press-releases-2/
"NCHC | News - Press Releases",https://nchc.org/materials/nchc-news-press-releases-3/
"New Paths to Health Care Value: Perspectives on Medicare Policy from Cost and Quality Leaders",https://nchc.org/events/new-paths-to-health-care-value-perspectives-on-medicare-policy-from-cost-and-quality-leaders/
"Previewing the 2017 Health Care Policy Agenda",https://nchc.org/events/previewing-the-2017-health-care-policy-agenda/
"Separating Politics from Health Care Choices: Key “Purple” Messages for All Consumers",https://nchc.org/events/separating-politics-from-health-care-choices-key-purple-messages-for-all-consumers/
sdfsdf,https://nchc.org/massachusettsnews/sdfsdf/
"Sugary Drinks, A Public Health Challenge: Using Tax Policy to Promote Wellness and Prevention",https://nchc.org/events/sugary-drinks-a-public-health-challenge-using-tax-policy-to-promote-wellness-and-prevention/
"Tackling Prescription Drug Costs: An Examination of Proposed Medicare Part D Reforms and Alternatives",https://nchc.org/events/tackling-prescription-drug-costs-an-examination-of-proposed-medicare-part-d-reforms-and-alternatives/
"The Escalating Costs of Health Coverage: Causes, Impacts, and Options",https://nchc.org/events/the-escalating-costs-of-health-coverage-causes-impacts-and-options/
"Transforming Primary Care: Scaling Up Successful Medical Home Programs",https://nchc.org/events/transforming-primary-care-scaling-up-successful-medical-home-programs/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/board/
"Withholds, Accountable Care, and Affordable Medicare Policy",https://nchc.org/events/withholds-accountable-care-and-affordable-medicare-policy/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-2/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-3/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-4/
Events,https://nchc.org/events/ical-1/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-5/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-6/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-7/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-8/
"NCHC | Members - Board of Directors",https://nchc.org/membersbios/nchc-members-board-of-directors-9/
"NCHC | Members - Board of Directors",https://nchc.org/members/nchc-members-board-of-directors-10/
"Key Findings on Health Care Spending",https://nchc.org/emerge/key-findings-on-health-care-spending-2/
"NCHC | Members - Co-chairs",https://nchc.org/members/cochairs/
"NCHC | Members - Honorary Co-chairs",https://nchc.org/members/honorary/
"NCHC | Members - Membership List",https://nchc.org/members/members/
"NCHC | Members",https://nchc.org/members/membersindex/
"NCHC | Members - Individual Supporters",https://nchc.org/members/supporters/
"Minnesota Governor Issues Executive Order for Health Plans to Disclose Financials",https://nchc.org/minnesotanews/minnesota-governor-issues-executive-order-health-plans-disclose-financials/
"Minnesota: 2010 Tobacco Fact Sheet",https://nchc.org/minnesotaresource/minnesota-2010-tobacco-fact-sheet/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/simmonsbio/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-2/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-3/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-4/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-5/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-6/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-7/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-8/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-9/
"NCHC | News - Press Releases",https://nchc.org/newsmedia_statements/nchc-news-press-releases-4/
"Administration Invites Congressional Leaders to Bipartisan Health Care Summit",https://nchc.org/facts-resources/administration-invites-congressional-leaders-bipartisan-health-care-summit/
"NCHC | News - May 19th, 2003 Press Conference",https://nchc.org/newsmedia_statements/nchc-news-may-19th-2003-press-conference/
"NCHC | News - May 19th, 2003 Press Conference",https://nchc.org/newsmedia_statements/nchc-news-may-19th-2003-press-conference-2/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-10/
"Adults and Cigarette Smoking: Prevalence and Trends",https://nchc.org/facts-resources/adults-and-cigarette-smoking-prevalence-and-trends/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-11/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-12/
"The Affordable Act: What It Means for You",https://nchc.org/facts-resources/affordable-act-what-it-means-you/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-13/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-14/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-15/
"Allies In Action - ""Better Care at Lower Cost: Principles of Design""",https://nchc.org/facts-resources/allies-action-better-care-lower-cost-principles-design/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-16/
"NCHC | News - Media Statements",https://nchc.org/newsmedia_statements/nchc-news-media-statements-17/
"Annual Report",https://nchc.org/facts-resources/annual-report/
"NCHC | News - Press Coverage",https://nchc.org/newspress_coverage/index-3/
"NCHC | News - Press Releases",https://nchc.org/news/nchc-news-press-releases-5/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases/nchc-news-press-releases-6/
"Are You Choosing the Right Foods?",https://nchc.org/facts-resources/are-you-choosing-right-foods/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases2003/nchc-news-press-releases-7/
"California's Ethnic Adults Need More Information About Health Care Reform",https://nchc.org/facts-resources/californias-ethnic-adults-need-more-information-about-health-care-reform/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases2003/nchc-news-press-releases-8/
"CBO Projects Medicare Spending at $1,038 Billion in 2020",https://nchc.org/facts-resources/cbo-projects-medicare-spending-1038-billion-2020/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases2003/nchc-news-press-releases-9/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases/nchc-news-press-releases-10/
"Center for American Progress - Closing the Health Care Workforce Gap",https://nchc.org/facts-resources/center-american-progress-closing-health-care-workforce-gap/
"NCHC | News - Press Releases",https://nchc.org/newspress_releases/nchc-news-press-releases-11/
"Children Lack Access to Dental Care, A Key Preventive Service",https://nchc.org/facts-resources/children-lack-access-dental-care-key-preventive-service/
"NCHC | News - Upcoming Events - Community Forums",https://nchc.org/newsupcoming_events/communityforum/
"CMS Report on 2008 National Health Care Expenditures",https://nchc.org/facts-resources/cms-report-2008-national-health-care-expenditures/
"NCHC | News - Upcoming Events",https://nchc.org/newsupcoming_events/index-5/
"Community Health Centers Impact Neighborhood Health and Economic Needs",https://nchc.org/facts-resources/community-health-centers-impact-neighborhood-health-and-economic-needs/
"Comparing the Cost and Coverage Impacts of the House and Senate Leadership Health Reform Bills",https://nchc.org/facts-resources/comparing-cost-and-coverage-impacts-house-and-senate-leadership-health-reform-bills/
"A Compendium of Federal Budget and Cost Cutting Proposals from the Health Policy Perspective",https://nchc.org/facts-resources/compendium-federal-budget-and-cost-cutting-proposals-health-policy-perspective/
"Congressional Budget Office - Revised Cost Estimate for H.R. 3962",https://nchc.org/facts-resources/congressional-budget-office-revised-cost-estimate-hr-3962/
"Congressional Research Service Analyzes State Exchange Language",https://nchc.org/facts-resources/congressional-research-service-analyzes-state-exchange-language/
"Cost Containment: The Key to Accessible, Affordable, High-Quality Health Care",https://nchc.org/facts-resources/cost-containment-key-accessible-affordable-high-quality-health-care/
"The Costly Impact of Physican Ownership of Medical Equipment",https://nchc.org/facts-resources/costly-impact-physican-ownership-medical-equipment/
"CRS Report Identifies Workforce and Quality Provisions of Health Reform",https://nchc.org/facts-resources/crs-report-identifies-workforce-and-quality-provisions-health-reform/
"CRS Summarizes Discretionary Funding, Appropiations and Fund Transfers in ACA",https://nchc.org/facts-resources/crs-summarizes-discretionary-funding-appropiations-and-fund-transfers-aca/
"Democratic Congressional Leaders Asked to Ensure Bipartisan Process",https://nchc.org/facts-resources/democratic-congressional-leaders-asked-ensure-bipartisan-process/
"Educating Skittish Small Businesses",https://nchc.org/facts-resources/educating-skittish-small-businesses/
"The Effects of Cost-Sharing on the Health of Vulnerable Populations",https://nchc.org/facts-resources/effects-cost-sharing-health-vulnerable-populations/
"Estimated Financial Effects of the ""America's Affordable Health Choices Act of 2009"" (H.R. 3962)",https://nchc.org/facts-resources/estimated-financial-effects-americas-affordable-health-choices-act-2009-hr-3962/
"Facts &amp; Resources",https://nchc.org/facts-resources/list-page-8/
"Fact Sheet - Early Retirees",https://nchc.org/facts-resources/fact-sheet-early-retirees/
"Fact Sheet - Free Drug Samples",https://nchc.org/facts-resources/fact-sheet-free-drug-samples/
"Health Care and You: Understanding the Health Care Law",https://nchc.org/facts-resources/health-care-and-you-understanding-health-care-law/
"Health Care Reform: Creating A Sustainable Health Care Marketplace",https://nchc.org/facts-resources/health-care-reform-creating-sustainable-health-care-marketplace/
"Health Reform Advocates Push for Completion of Temporary Insurance Pool",https://nchc.org/facts-resources/health-reform-advocates-push-completion-temporary-insurance-pool/
"Holding Steady, Looking Ahead: Kaiser's Annual Findings of a 50-State Survey",https://nchc.org/facts-resources/holding-steady-looking-ahead-kaisers-annual-findings-50-state-survey/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-2/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-3/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-4/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-5/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-6/
"Facts &amp; Resources",https://nchc.org/facts-resources/facts-resources-7/
"Medicare: 6 Things You Need to Know Now",https://nchc.org/facts-resources/medicare-6-things-you-need-know-now/
"National Health Expenditures Jumped 5.7 Percent Last Year",https://nchc.org/facts-resources/national-health-expenditures-jumped-57-percent-last-year/
"National Minimum Medical Loss Ratio Would Save Tens of Billions of Dollars For Businesses, Individuals - Main Street Alliance",https://nchc.org/facts-resources/national-minimum-medical-loss-ratio-would-save-tens-billions-dollars-businesses-indi/
"Need CA Health Stats? Look No Further!",https://nchc.org/facts-resources/need-ca-health-stats-look-no-further/
"New America on Health Policy: Easy Access to Our Work and Experts on This Issue",https://nchc.org/facts-resources/new-america-health-policy-easy-access-our-work-and-experts-issue/
"New CBO Score Claims Greater Deficit Reduction from Health Reform",https://nchc.org/facts-resources/new-cbo-score-claims-greater-deficit-reduction-health-reform/
"New Website to Provide Health Reform Information to Consumers",https://nchc.org/facts-resources/new-website-provide-health-reform-information-consumers/
"The Patient Protection and Affordable Care Act",https://nchc.org/facts-resources/patient-protection-and-affordable-care-act/
"Personal Cost of Obesity",https://nchc.org/facts-resources/personal-cost-obesity/
"Plans to Improve Health Care’s Fiscal Challenges",https://nchc.org/facts-resources/plans-improve-health-care-s-fiscal-challenges/
"President Obama Calls for Completion of Health Reform",https://nchc.org/facts-resources/president-obama-calls-completion-health-reform/
"Realizing Cost Savings from Health Promotion Programs",https://nchc.org/facts-resources/realizing-cost-savings-health-promotion-programs/
"Repealing Reform Increases Deficit by $455 Billion",https://nchc.org/facts-resources/repealing-reform-increases-deficit-455-billion/
"Retiree Health Benefits, Underfunded in 40 States",https://nchc.org/facts-resources/retiree-health-benefits-underfunded-40-states/
"Robert Wood Johnson Foundation Develops Interactive Tool to Track Smoking-Related Trends",https://nchc.org/facts-resources/robert-wood-johnson-foundation-develops-interactive-tool-track-smoking-related-trend/
"Rules Committee Posts Text of Health Reform Corrections Package",https://nchc.org/facts-resources/rules-committee-posts-text-health-reform-corrections-package/
"Secretaries of Health and Human Services, Labor and Treasury Highlight ACA Benefits",https://nchc.org/facts-resources/secretaries-health-and-human-services-labor-and-treasury-highlight-aca-benefits/
"Small Business and Realizing Health Reform's Potential",https://nchc.org/facts-resources/small-business-and-realizing-health-reforms-potential/
"Small Business Tax Credit Calculator",https://nchc.org/facts-resources/small-business-tax-credit-calculator/
"Smoking Cessation: Benefits, Barriers, and Policy Interventions",https://nchc.org/facts-resources/smoking-cessation-benefits-barriers-and-policy-interventions/
"Socio-Economic Status and Smoking",https://nchc.org/facts-resources/socio-economic-status-and-smoking/
"Specifications for Reform",https://nchc.org/facts-resources/specifications-reform/
"Stimulus Dollars Aid to Community Health Centers: A First Look",https://nchc.org/facts-resources/stimulus-dollars-aid-community-health-centers-first-look/
"Third Way Policy Brief - What's In It For Me: 12 Benefits of Health Insurance Reform",https://nchc.org/facts-resources/third-way-policy-brief-whats-it-me-12-benefits-health-insurance-reform/
"U.S. PIRG Letter to Majority Leader Reid on Introduced Bill",https://nchc.org/facts-resources/us-pirg-letter-majority-leader-reid-introduced-bill/
"Viewing Exchanges Through the Eyes of Children (and parents)",https://nchc.org/facts-resources/viewing-exchanges-through-eyes-children-and-parents/
"What Health Reform Means to Consumers on the 6 Month Anniversary",https://nchc.org/facts-resources/what-health-reform-means-consumers-6-month-anniversary/
Forums,https://nchc.org/forums/event_id1-9/
Forums,https://nchc.org/forums/forums-2/
Forums,https://nchc.org/forums/forums-3/
Forums,https://nchc.org/forums/forums-4/
Forums,https://nchc.org/forums/forums-5/
Forums,https://nchc.org/forums/forums-6/
Forums,https://nchc.org/forums/forums-7/
Forums,https://nchc.org/forums/forums-8/
Forums,https://nchc.org/forums/forums-9/
Forums,https://nchc.org/forums/forums-10/
Forums,https://nchc.org/forums/forums-11/
Forums,https://nchc.org/forums/forums-12/
Forums,https://nchc.org/forums/forums-13/
Forums,https://nchc.org/forums/forums-14/
Forums,https://nchc.org/forums/forums-15/
Forums,https://nchc.org/forums/forums-16/
Forums,https://nchc.org/forums/forums-17/
Forums,https://nchc.org/forums/forums-18/
Forums,https://nchc.org/forums/forums-19/
Forums,https://nchc.org/forums/forums-20/
"Board Members",https://nchc.org/about-us2/board-members/
"BOARD OF DIRECTORS",https://nchc.org/about-us2/board-of-directors/
"Members and Supporters",https://nchc.org/about-us2/coalition-members/
"Mission and Vision",https://nchc.org/about-us2/mission-and-vision/
Mission,https://nchc.org/about-us2/mission-history/
"NCHC Team Members",https://nchc.org/about-us2/nchc-team-members/
"NCHC Team Members",https://nchc.org/about-us2/staff-3/
"A Lesson from Massachusetts: The Importance of the Individual Mandate",https://nchc.org/massachusettsnews/lesson-massachusetts-importance-individual-mandate/
"NCHC | Materials - Articles",https://nchc.org/materialsarticles/nchc-materials-articles-2/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/upcomingspeeches/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-2/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-3/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-4/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-5/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-6/
"NCHC | Materials - Speeches",https://nchc.org/materialsspeeches/nchc-materials-speeches-7/
"NCHC | Materials - Studies/Reports",https://nchc.org/materials/index-8/
"NCHC | Materials - Studies/Reports",https://nchc.org/materialsstudies/nchc-materials-studies-reports-2/
"NCHC | Materials - Building a Better Health System Report Materials",https://nchc.org/materialsstudies/specifications/
"All News | National Coalition on Health Care",https://nchc.org/newsroom/list-2/
"NCHC Issue Briefs and Fact Sheets (2016)",https://nchc.org/newsroom/nchc-fact-sheet-series/
"NCHC in the News (2016)",https://nchc.org/newsroom/nchc-in-the-news/
"Press Kit",https://nchc.org/newsroom/press-kit/
"Press Releases",https://nchc.org/newsroom/press-releases/
"Containing Costs and Avoiding Tax Increases While Improving Quality: Affordable Coverage and High Value Care",https://nchc.org/newsroompress-releases/containing-costs-and-avoiding-tax-increases-while-improving-quality-affordab/
"Oppose Repeal of Reform and Work for Bipartisan Health Cost Containment Solutions",https://nchc.org/newsroompress_releases/oppose-repeal-reform-and-work-bipartisan-health-cost-containment-solutions/
"Working for Bipartisan Health Cost Control",https://nchc.org/newsroompress_releases/working-bipartisan-health-cost-control/
"Larry McNeely | National Coalition on Health Care",https://nchc.org/node/1053/
"More Primary Care Physicians Could Mean More Savings for Medicaid",https://nchc.org/nodeuncategorized/1058/
"Roadmap to State Health Insurance Exchanges",https://nchc.org/node/1060/
"The Honorable David Durenberger",https://nchc.org/node/the-honorable-david-durenberger-2/
"The Debt Ceiling Debate: Key Resources",https://nchc.org/node/1109/
"Deficit Reduction Panel Must Make Health System Costs and Quality a Top Priority",https://nchc.org/node/1124/
"Health Care Spending Projected to Top $8 Billion in Alaska",https://nchc.org/node/1142/
"Kansas Returns Millions in ACA Grants",https://nchc.org/node/1149/
"SC to Increase Health Premiums for State Employees and Retirees",https://nchc.org/node/1150/
"MO Cuts Premiums for Pre-existing Condition Health Plan",https://nchc.org/node/1151/
"Following MA Health Reform, Demand for Safety-Net Hospitals Remains High",https://nchc.org/node/1152/
"Individual Health Insurers Leaving Indiana",https://nchc.org/node/1153/
"Connecticut to Decrease Premiums for Preexisting Condition Health Plans",https://nchc.org/node/1154/
"Judge Rules in Favor of Arizona Medicaid Cuts",https://nchc.org/node/1157/
"CA Cuts Costs and Saves Lives by Preventing Hospital-Related Infections",https://nchc.org/node/1160/
"Ralph G. Neas to Step Down as President and CEO of the National Coalition on Health Care",https://nchc.org/node/1165/
"John Rother | National Coalition on Health Care",https://nchc.org/node/1166/
"John Rother Takes Helm at the National Coalition on Health Care",https://nchc.org/node/1167/
"Health Care Spending as Percentage of GDP Reaches All-Time High",https://nchc.org/node/1171/
"National Coalition on Health Care Issues Cost-Saving Proposals Following News of Rate Increases",https://nchc.org/node/1177/
"National Physician's Alliance Identifies Over $5 Billion in Potential Savings",https://nchc.org/node/1178/
"MedPAC Tackles Provider Payment Reform; Will Congress Do the Same?",https://nchc.org/node/1179/
"Debra Barrett | National Coalition on Health Care",https://nchc.org/node/1180/
"Jack Lewin | National Coalition on Health Care",https://nchc.org/node/1181/
"David Dobbins | National Coalition on Health Care",https://nchc.org/node/1182/
"John C. Rother | National Coalition on Health CareJohn C. Rother",https://nchc.org/node/1183/
"ACOs – A First Step Towards A Value-Based Payment System",https://nchc.org/node/1184/
"Becky Beauregard | National Coalition on Health Care",https://nchc.org/node/1186/
"NCHC Urges Congress to Curb System-Wide Health Costs the Right Way Following Supercommittee Collapse",https://nchc.org/node/1187/
"Ten Steps to Better Care: John Rother and Norman Kahn Promote Better Health Outcomes Based on Evidence",https://nchc.org/node/1188/
"Tim Wahlers | National Coalition on Health Care",https://nchc.org/node/1189/
"CAREER OPPORTUNITIES &amp; INTERNSHIPS",https://nchc.org/programs/rogers-scholars-program/
"Career Opportunities & Internships",https://nchc.org/programs/joinourteam/
PROGRAMS,https://nchc.org/uncategorized/programs/
"Statement Of Principles",https://nchc.org/uncategorized/principles/
"Promote a High-Value Health Care System that Supports Vulnerable Populations",https://nchc.org/policy/promote-a-high-value-health-care-system/
"Preserving and Improving Medicaid and CHIP",https://nchc.org/policy/preserving-and-improving-medicaid-and-chip/
"2013-2016 NCHC Policy Correspondence",https://nchc.org/policy/policy-correspondence/
"Medicare Advantage: Building on Success",https://nchc.org/policy/medicare-advantage-building-on-success/
"Making Prescription Drugs More Affordable",https://nchc.org/policy/making-prescription-drugs-more-affordable/
"Make Prescription Drugs More Affordable",https://nchc.org/policy/make-prescription-drugs-more-affordable/
"Make Health Care Affordable and Accessible",https://nchc.org/policy/make-health-care-affordable-and-accessible/
"Investing in Prevention and Public Health",https://nchc.org/policy/investing-in-prevention-and-public-health/
"Improving the Affordability of Coverage",https://nchc.org/policy/improving-the-affordability-of-coverage/
"Expanding Care Coordination for High-Cost, High Need Beneficiaries",https://nchc.org/policy/expanding-care-for-high-cost-high-need/
"Empowering Consumers",https://nchc.org/policy/empowering-consumers/
"Eliminate Surprise Medical Billing",https://nchc.org/policy/eliminate-surprise-medical-billing/
"National Coalition On Health Care",https://nchc.org/implication/figure9/
"COVID-19 Pandemic Response Timeline",https://nchc.org/policy/covid-19-pandemic-response-timeline/
"Accelerating the Value-Based Care Movement",https://nchc.org/policy/accelerating-the-value-based-care-movement/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-2/
"NCHC Plan For Health and Fiscal Policy",https://nchc.org/policy/plan-for-health-and-fiscal-policy/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-3/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-4/
"William A. Roberts | National Coalition on Health Care",https://nchc.org/people/william-roberts/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-5/
"Lindsay Harnish | National Coalition on Health Care",https://nchc.org/people/lindsay-harnish/
"Kendra Janevski | National Coalition on Health Care",https://nchc.org/people/kendra-janevski/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-6/
"John Sweeney | National Coalition on Health Care",https://nchc.org/people/john-sweeney/
"John Seffrin | National Coalition on Health Care",https://nchc.org/people/john-seffrin/
"Frank Carlucci | National Coalition on Health Care",https://nchc.org/people/frank-carlucci/
"John H. McArthur | National Coalition on Health Care",https://nchc.org/people/john-h-mcarthur/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-7/
"The Honorable Robert W. Edgar, (D-PA) | National Coalition on Health Care",https://nchc.org/people/honorable-robert-w-edgar-d-pa/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-8/
"George Diehr | National Coalition on Health Care",https://nchc.org/people/george-diehr/
"Emmanuel Adepoju | National Coalition on Health Care",https://nchc.org/people/emmanuel-adepoju/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-9/
"Cheryl Matheis | National Coalition on Health Care",https://nchc.org/people/cheryl-matheis/
"Catherine Doyle | National Coalition on Health Care",https://nchc.org/people/catherine-doyle/
"National Coalition On Health Care",https://nchc.org/uncategorized/national-coalition-on-health-care-10/
"Bill Crist | National Coalition on Health Care",https://nchc.org/people/bill-crist/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-11/
"Ali Renner | National Coalition on Health Care",https://nchc.org/people/ali-renner/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-12/
"Past Events",https://nchc.org/past-event/event_id1-21/
"National Coalition On Health Care",https://nchc.org/implication/national-coalition-on-health-care-13/
"Members in the News",https://nchc.org/pages-to-delete/members-in-the-news/
"Blog - Medicaid Cost Containment: There's No Generic Solution",https://nchc.org/node/549/
"Changes In The Growth In Health Care Spending: Implicatons For Consumers",https://nchc.org/implication/implications/
"Blog - Maine Oh Maine: The HealthMarkets, Inc. Saga Proves Complicated",https://nchc.org/node/534/
"Annual Reports",https://nchc.org/node/292/
"NCHC Report on US Health Cost Growth",https://nchc.org/node/1284/
"Broad Alliance of Health Groups Releases Plan to Lower Costs, Improve Care",https://nchc.org/node/1274/
"The NCHC Plan for Health and Fiscal Policy",https://nchc.org/node/1273/
"Innovations in Health Care Delivery and Benefits: Real World Solutions",https://nchc.org/node/1265/
"Health: What Does Farm Policy Have to Do with It?",https://nchc.org/node/1249/
"Trends in Adopting EHR Systems",https://nchc.org/node/1247/
"Combating Fraud in Medicare and Medicaid",https://nchc.org/node/1246/
"A Medicare Wellness Program!",https://nchc.org/node/1245/
