Title,Date,Permalink,"WPML Language Code",Categories,Tags
"Small Business Health Insurance Co-ops Won't Solve the Nation's Uninsured Problem",2023-05-20,https://nchc.org/releases/stevepress/,en,releases,
"Déjà Vu All Over Again: Rising Health Insurance Premiums And Implications For The Public And Private Sector",2023-05-20,https://nchc.org/releases/simmons_5_5_2000/,en,releases,
"<strong>Small Employer Health Insurance Purchasing Arrangements:<br>Can They Expand Coverage?</strong>",2023-05-20,https://nchc.org/releases/stevesedit/,en,releases,
"<strong><em>1 MILLION MORE AMERICANS UNINSURED, ACCORDING TO U.S. CENSUS BUREAU</em></strong>",2023-05-20,https://nchc.org/releases/uninsured-2/,en,releases,
"<strong><em>Why Health Care Quality Must be Improved and Why Health System Reform Must Occur</em></strong>",2023-05-20,https://nchc.org/releases/simmons_3_31_2001/,en,releases,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/addington_1-26-00/,en,releases,
"Coalition Praises Families USA Study; Calls for Congress and the States to Act Quickly",2023-05-20,https://nchc.org/releases/presscontacts/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/press012397/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-2/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-3/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-4/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-5/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-6/,en,releases,
"Chicago Health Care Summit: Strategies for Improving the Affordability of Care and Coverage",2023-05-20,https://nchc.org/event/chicago-health-care-summit/,en,event,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-7/,en,releases,
"A D V E R T I S M E N T",2023-05-20,https://nchc.org/releases/press022997/,en,releases,
"A D V E R T I S M E N T",2023-05-20,https://nchc.org/releases/a-d-v-e-r-t-i-s-m-e-n-t-2/,en,releases,
"Innovations in Maternity Care",2023-05-20,https://nchc.org/event/innovations-maternity-care/,en,event,
"A D V E R T I S M E N T",2023-05-20,https://nchc.org/releases/a-d-v-e-r-t-i-s-m-e-n-t-3/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-8/,en,releases,
"Medicaid Per Capita Allotments: Exploring Implications for Medicare Beneficiaries",2023-05-20,https://nchc.org/event/medicaid-per-capita-allotments/,en,event,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-9/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-10/,en,releases,
"New York Health Care Summit: Strategies for Improving the Affordability of Care and Coverage",2023-05-20,https://nchc.org/event/new-york-health-care-summit-strategies-for-improving-the-affordability-of-care-and-coverage/,en,event,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/uncategorized/n-e-w-s-r-e-l-e-a-s-e-11/,en,Uncategorized,
"Philadelphia Health Care Summit: Strategies for Improving the Affordability of Care and Coverage",2023-05-20,https://nchc.org/event/philadelphia-health-care-summit-strategies-for-improving-the-affordability-of-care-and-coverage/,en,event,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-12/,en,releases,
"Health Insurance Premiums",2023-05-20,https://nchc.org/releases/health-insurance-premiums/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-13/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-14/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-15/,en,releases,
"Prevention Across the Lifespan",2023-05-20,https://nchc.org/event/prevention-across-the-lifespan/,en,event,
"Primary Care: High-Value Care for Underserved Communities",2023-05-20,https://nchc.org/event/primary-care/,en,event,
"Medical Errors Report",2023-05-20,https://nchc.org/releases/press022200/,en,releases,
"A D V E R T I S M E N T",2023-05-20,https://nchc.org/releases/a-d-v-e-r-t-i-s-m-e-n-t-4/,en,releases,
"2017 Medicare Premium Spike",2023-05-20,https://nchc.org/events/2017-medicare-premium-spike/,en,events,
"<strong><em>Medicare Reform Must Include Incentives</em></strong><br><strong><em>to Improve Quality of Care</em></strong>",2023-05-20,https://nchc.org/releases/press021899/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-16/,en,releases,
"<strong>PRESIDENT CARTER, LEADERS CALL FOR BI-PARTISAN ACTION TO ACHIEVE UNIVERSAL HEALTH INSURANCE COVERAGE</strong>",2023-05-20,https://nchc.org/releases/president-carter-leaders-call-for-bi-partisan-action-to-achieve-universal-health-insurance-coverage-2/,en,releases,
"N E W S R E L E A S E",2023-05-20,https://nchc.org/releases/n-e-w-s-r-e-l-e-a-s-e-17/,en,releases,
"Statement on President Clinton's Long Term Care Tax Credit Proposal",2023-05-20,https://nchc.org/releases/press010899/,en,releases,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-2/,en,releases,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-3/,en,releases,
"<strong><em>Health Care Spending Rising Fastest in the U.S.</em></strong>",2023-05-20,https://nchc.org/releases/oecd/,en,releases,
"Statement on Emerging Health Care Proposals From President Clinton and Congressional Republicans",2023-05-20,https://nchc.org/releases/newpress/,en,releases,
"MAJOR GROUPS JOIN THE NATIONAL COALITION ON HEALTH CARE SIGNALING GROWING SUPPORT FOR REFORM",2023-05-20,https://nchc.org/releases/new_member_release_11-8-99/,en,releases,
"After the SGR: Building a Transformed Payment and Delivery System",2023-05-20,https://nchc.org/events/after-the-sgr-building-a-transformed-payment-and-delivery-system/,en,events,
"Alternative Payment Methods: Achieving the Next Level of Performance",2023-05-20,https://nchc.org/events/alternative-payment-methods-achieving-the-next-level-of-performance/,en,events,
"A Prescription for Savings: Medication Management and Improved Adherence",2023-05-20,https://nchc.org/events/a-prescription-for-savings-medication-management-and-improved-adherence/,en,events,
"Bending the Health Care Cost Curve: The Role of Investments in Prevention",2023-05-20,https://nchc.org/events/bending-the-health-care-cost-curve-the-role-of-investments-in-prevention/,en,events,
"Competition and Prescription Drug Costs: What’s Ahead in 2017",2023-05-20,https://nchc.org/events/competition-and-prescription-drug-costs-whats-ahead-in-2017/,en,events,
"Is Arbitration a Solution to High Drug Prices?",2023-05-20,https://nchc.org/events/congressional-briefing-on-binding-arbitration/,en,events,
"Curbing Costs While Expanding Coverage: Strategies from Massachusetts and California for a Post SCOTUS World",2023-05-20,https://nchc.org/events/curbing-costs-while-expanding-coverage-strategies-from-massachusetts-and-california-for-a-post-scotus-world/,en,events,
"NCHC &amp; West Health Hill Briefing: Drug Pricing Reform: The Costs of Inaction",2023-05-20,https://nchc.org/events/drug-pricing-reform-the-costs-of-inaction/,en,events,
"Episodic Bundled Payment: A Critical Next Step in Health Care Payment Reform",2023-05-20,https://nchc.org/events/episodic-bundled-payment-a-critical-next-step-in-health-care-payment-reform/,en,events,
"Freshman Member Briefing on Medicaid Fundamentals",2023-05-20,https://nchc.org/events/freshman-briefing-on-medicaid-fundamentals/,en,events,
"Freshman Member Briefing on the Affordable Care Act",2023-05-20,https://nchc.org/events/freshman-member-briefing-on-the-affordable-care-act/,en,events,
"Health Care Quality and Efficiency: The Role of Consumer Engagement and Improved Diagnostic and Therapeutic Accuracy",2023-05-20,https://nchc.org/events/health-care-quality-and-efficiency-the-role-of-consumer-engagement-and-improved-diagnostic-and-therapeutic-accuracy/,en,events,
"<strong><em>Medicare Vouchers Could Save MoneyBut Must Be Designed Carefully To Avoid Hurting The Elderly</em></strong>",2023-05-20,https://nchc.org/releases/medicare/,en,releases,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-4/,en,releases,
"Health Policy After the SGR: What’s Possible in Value-Based Payment and Benefits?",2023-05-20,https://nchc.org/events/health-policy-after-the-sgr-whats-possible-in-value-based-payment-and-benefits/,en,events,
"Reducing Medical Errors",2023-05-20,https://nchc.org/releases/medical_release_2-22/,en,releases,
"<em><strong>Number of Uninsured Could Rise<br>By 16-18 Million Over the Next Decade</strong></em>",2023-05-20,https://nchc.org/releases/mayrevise/,en,releases,
"The Path Forward: The 2020 Elections and Re-Imagining the Health Care System Amid Crisis",2023-05-20,https://nchc.org/events/https-nchc-org-thepathforward/,en,events,
"Coalition Calls For Quality of Care Legislation This Year",2023-05-20,https://nchc.org/releases/legislation/,en,releases,
"<strong>Best Practices: New Strategies to Reduce Medical Errors</strong>",2023-05-20,https://nchc.org/releases/hes_speech_on_medical_errors_2-22/,en,releases,
"<strong>IOWA GOVERNORS ISSUE BI-PARTISAN CALL FOR ACTION ON HEALTH CAR</strong>",2023-05-20,https://nchc.org/releases/iowa_governors_issue_1-7-00/,en,releases,
Study,2023-05-20,https://nchc.org/releases/erosion/,en,releases,
"Improving Chronic Care in Medicare Advantage and Beyond",2023-05-20,https://nchc.org/events/improving-chronic-care-in-medicare-advantage-and-beyond/,en,events,
"<strong>USING THE FEDERAL INCOME TAX SYSTEM TO EXPAND HEALTH INSURANCE COVERAGE:<br>A PRIMER ON THE ISSUES</strong>",2023-05-20,https://nchc.org/releases/expandinsurance-2/,en,releases,
"Report on Best Practices to Reduce Medical Errors Will Be Issued in Early 2000",2023-05-20,https://nchc.org/releases/health_care_alert_12-1-99/,en,releases,
"<strong>USING THE FEDERAL INCOME TAX SYSTEM TO EXPAND HEALTH INSURANCE COVERAGE:<br>A PRIMER ON THE ISSUES</strong>",2023-05-20,https://nchc.org/releases/using-the-federal-income-tax-system-to-expand-health-insurance-coveragea-primer-on-the-issues-2/,en,releases,
"Improving Medicare Post-Acute Care Transformation (IMPACT) Through Standardized Assessment Data",2023-05-20,https://nchc.org/events/improving-medicare-post-acute-care-transformation-impact-through-standardized-assessment-data/,en,events,
Study,2023-05-20,https://nchc.org/releases/study-2/,en,releases,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-5/,en,releases,
"Improving Patient Quality of Life: The Role of Palliative Care",2023-05-20,https://nchc.org/events/improving-patient-quality-of-life-the-role-of-palliative-care/,en,events,
"<strong><em>FOCUS OF HEALTH CARE DEBATE MUST BE EXPANDED</em></strong>",2023-05-20,https://nchc.org/releases/debate13/,en,releases,
"Innovative Private Sector Strategies to Curb Health Costs",2023-05-20,https://nchc.org/events/innovative-private-sector-strategies-to-curb-health-costs/,en,events,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-6/,en,releases,
"<strong><em>Congressional Candidates Express Broad Bipartisan Support For</em></strong><br><strong><em>Health System Changes</em></strong>",2023-05-20,https://nchc.org/releases/candidate/,en,releases,
"Medicare Cliff: Who’s Impacted by Projected 52% Jump in Medicare Premiums? Will Washington Do Something About It?",2023-05-20,https://nchc.org/events/medicare-cliff-whos-impacted-by-projected-52-jump-in-medicare-premiums-will-washington-do-something-about-it/,en,events,
"<strong>Universal Coverage - A Call for Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-7/,en,releases,
"<strong><em>Former President George Bush Joins the National Coalition on Health Care</em></strong>",2023-05-20,https://nchc.org/releases/bush_joins/,en,releases,
"NCHC &amp; West Health Hill Briefing: The Burden of High Drug Prices Among Communities of Color (Part 1)",2023-05-20,https://nchc.org/events/nchc-west-health-public-hill-briefing-on-drug-pricing-2/,en,events,
"March 15, 1999",2023-05-20,https://nchc.org/releases/attach2/,en,releases,
"<strong>Improving the Quality of Health Care:</strong><br><strong>The Federal Government Must Play a Vital Role</strong>",2023-05-20,https://nchc.org/releases/attach1/,en,releases,
"<strong><em>Initiative to Improve Health Care<br>Seeks Wider Adoption of Quality Innovations</em></strong>",2023-05-20,https://nchc.org/releases/adopt_quality/,en,releases,
"<strong>Universal Coverage - A Call For Action</strong>",2023-05-20,https://nchc.org/releases/universal-coverage-a-call-for-action-8/,en,releases,
"Did You Know?",2023-05-20,https://nchc.org/know/seniors/,en,know,
"Health Care Facts",2023-05-20,https://nchc.org/know/coverage/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-2/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-3/,en,know,
GLOSSARY,2023-05-20,https://nchc.org/know/glossary/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-4/,en,know,
"HEALTH CARE COSTS ñ MYTHS AND REALTIES",2023-05-20,https://nchc.org/know/mythnreality/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-5/,en,know,
"Key Findings - Quality Paper",2023-05-20,https://nchc.org/know/quality_myths/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-6/,en,know,
"Did You Know?",2023-05-20,https://nchc.org/know/did-you-know-7/,en,know,
"<a href=""https://nchc.org/wp-admin/post.php?post=1074&amp;action=edit"">Health Care Facts</a>",2023-05-20,https://nchc.org/know/spending/,en,know,
"Uninsured Myths and Realities",2023-05-20,https://nchc.org/know/uninsured_myths/,en,know,
"NCHC | Materials - Articles",2023-05-20,https://nchc.org/materials/index-6/,en,materials,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/materials/archive/,en,materials,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/materials/nchc-news-press-releases-2/,en,materials,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/materials/nchc-news-press-releases-3/,en,materials,
"New Paths to Health Care Value: Perspectives on Medicare Policy from Cost and Quality Leaders",2023-05-20,https://nchc.org/events/new-paths-to-health-care-value-perspectives-on-medicare-policy-from-cost-and-quality-leaders/,en,events,
"Previewing the 2017 Health Care Policy Agenda",2023-05-20,https://nchc.org/events/previewing-the-2017-health-care-policy-agenda/,en,events,
"Separating Politics from Health Care Choices: Key “Purple” Messages for All Consumers",2023-05-20,https://nchc.org/events/separating-politics-from-health-care-choices-key-purple-messages-for-all-consumers/,en,events,
sdfsdf,2023-05-20,https://nchc.org/massachusettsnews/sdfsdf/,en,massachusetts&gt;news,
"Sugary Drinks, A Public Health Challenge: Using Tax Policy to Promote Wellness and Prevention",2023-05-20,https://nchc.org/events/sugary-drinks-a-public-health-challenge-using-tax-policy-to-promote-wellness-and-prevention/,en,events,
"Tackling Prescription Drug Costs: An Examination of Proposed Medicare Part D Reforms and Alternatives",2023-05-20,https://nchc.org/events/tackling-prescription-drug-costs-an-examination-of-proposed-medicare-part-d-reforms-and-alternatives/,en,events,
"The Escalating Costs of Health Coverage: Causes, Impacts, and Options",2023-05-20,https://nchc.org/events/the-escalating-costs-of-health-coverage-causes-impacts-and-options/,en,events,
"Transforming Primary Care: Scaling Up Successful Medical Home Programs",2023-05-20,https://nchc.org/events/transforming-primary-care-scaling-up-successful-medical-home-programs/,en,events,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/board/,en,members&gt;bios,
"Withholds, Accountable Care, and Affordable Medicare Policy",2023-05-20,https://nchc.org/events/withholds-accountable-care-and-affordable-medicare-policy/,en,events,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-2/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-3/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-4/,en,members&gt;bios,
Events,2023-05-20,https://nchc.org/events/ical-1/,en,events,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-5/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-6/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-7/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-8/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/membersbios/nchc-members-board-of-directors-9/,en,members&gt;bios,
"NCHC | Members - Board of Directors",2023-05-20,https://nchc.org/members/nchc-members-board-of-directors-10/,en,members,
"Key Findings on Health Care Spending",2023-05-20,https://nchc.org/emerge/key-findings-on-health-care-spending-2/,en,emerge,
"NCHC | Members - Co-chairs",2023-05-20,https://nchc.org/members/cochairs/,en,members,
"NCHC | Members - Honorary Co-chairs",2023-05-20,https://nchc.org/members/honorary/,en,members,
"NCHC | Members - Membership List",2023-05-20,https://nchc.org/members/members/,en,members,
"NCHC | Members",2023-05-20,https://nchc.org/members/membersindex/,en,members,
"NCHC | Members - Individual Supporters",2023-05-20,https://nchc.org/members/supporters/,en,members,
"Minnesota Governor Issues Executive Order for Health Plans to Disclose Financials",2023-05-20,https://nchc.org/minnesotanews/minnesota-governor-issues-executive-order-health-plans-disclose-financials/,en,minnesota&gt;news,
"Minnesota: 2010 Tobacco Fact Sheet",2023-05-20,https://nchc.org/minnesotaresource/minnesota-2010-tobacco-fact-sheet/,en,minnesota&gt;resource,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/simmonsbio/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-2/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-3/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-4/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-5/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-6/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-7/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-8/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-9/,en,news&gt;media_statements,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-press-releases-4/,en,news&gt;media_statements,
"Administration Invites Congressional Leaders to Bipartisan Health Care Summit",2023-05-20,https://nchc.org/facts-resources/administration-invites-congressional-leaders-bipartisan-health-care-summit/,en,facts-resources,
"NCHC | News - May 19th, 2003 Press Conference",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-may-19th-2003-press-conference/,en,news&gt;media_statements,
"NCHC | News - May 19th, 2003 Press Conference",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-may-19th-2003-press-conference-2/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-10/,en,news&gt;media_statements,
"Adults and Cigarette Smoking: Prevalence and Trends",2023-05-20,https://nchc.org/facts-resources/adults-and-cigarette-smoking-prevalence-and-trends/,en,facts-resources,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-11/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-12/,en,news&gt;media_statements,
"The Affordable Act: What It Means for You",2023-05-20,https://nchc.org/facts-resources/affordable-act-what-it-means-you/,en,facts-resources,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-13/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-14/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-15/,en,news&gt;media_statements,
"Allies In Action - ""Better Care at Lower Cost: Principles of Design""",2023-05-20,https://nchc.org/facts-resources/allies-action-better-care-lower-cost-principles-design/,en,facts-resources,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-16/,en,news&gt;media_statements,
"NCHC | News - Media Statements",2023-05-20,https://nchc.org/newsmedia_statements/nchc-news-media-statements-17/,en,news&gt;media_statements,
"Annual Report",2023-05-20,https://nchc.org/facts-resources/annual-report/,en,facts-resources,
"NCHC | News - Press Coverage",2023-05-20,https://nchc.org/newspress_coverage/index-3/,en,news&gt;press_coverage,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/news/nchc-news-press-releases-5/,en,news,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases/nchc-news-press-releases-6/,en,news&gt;press_releases,
"Are You Choosing the Right Foods?",2023-05-20,https://nchc.org/facts-resources/are-you-choosing-right-foods/,en,facts-resources,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases2003/nchc-news-press-releases-7/,en,news&gt;press_releases&gt;2003,
"California's Ethnic Adults Need More Information About Health Care Reform",2023-05-20,https://nchc.org/facts-resources/californias-ethnic-adults-need-more-information-about-health-care-reform/,en,facts-resources,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases2003/nchc-news-press-releases-8/,en,news&gt;press_releases&gt;2003,
"CBO Projects Medicare Spending at $1,038 Billion in 2020",2023-05-20,https://nchc.org/facts-resources/cbo-projects-medicare-spending-1038-billion-2020/,en,facts-resources,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases2003/nchc-news-press-releases-9/,en,news&gt;press_releases&gt;2003,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases/nchc-news-press-releases-10/,en,news&gt;press_releases,
"Center for American Progress - Closing the Health Care Workforce Gap",2023-05-20,https://nchc.org/facts-resources/center-american-progress-closing-health-care-workforce-gap/,en,facts-resources,
"NCHC | News - Press Releases",2023-05-20,https://nchc.org/newspress_releases/nchc-news-press-releases-11/,en,news&gt;press_releases,
"Children Lack Access to Dental Care, A Key Preventive Service",2023-05-20,https://nchc.org/facts-resources/children-lack-access-dental-care-key-preventive-service/,en,facts-resources,
"NCHC | News - Upcoming Events - Community Forums",2023-05-20,https://nchc.org/newsupcoming_events/communityforum/,en,news&gt;upcoming_events,
"CMS Report on 2008 National Health Care Expenditures",2023-05-20,https://nchc.org/facts-resources/cms-report-2008-national-health-care-expenditures/,en,facts-resources,
"NCHC | News - Upcoming Events",2023-05-20,https://nchc.org/newsupcoming_events/index-5/,en,news&gt;upcoming_events,
"Community Health Centers Impact Neighborhood Health and Economic Needs",2023-05-20,https://nchc.org/facts-resources/community-health-centers-impact-neighborhood-health-and-economic-needs/,en,facts-resources,
"Comparing the Cost and Coverage Impacts of the House and Senate Leadership Health Reform Bills",2023-05-20,https://nchc.org/facts-resources/comparing-cost-and-coverage-impacts-house-and-senate-leadership-health-reform-bills/,en,facts-resources,
"A Compendium of Federal Budget and Cost Cutting Proposals from the Health Policy Perspective",2023-05-20,https://nchc.org/facts-resources/compendium-federal-budget-and-cost-cutting-proposals-health-policy-perspective/,en,facts-resources,
"Congressional Budget Office - Revised Cost Estimate for H.R. 3962",2023-05-20,https://nchc.org/facts-resources/congressional-budget-office-revised-cost-estimate-hr-3962/,en,facts-resources,
"Congressional Research Service Analyzes State Exchange Language",2023-05-20,https://nchc.org/facts-resources/congressional-research-service-analyzes-state-exchange-language/,en,facts-resources,
"Cost Containment: The Key to Accessible, Affordable, High-Quality Health Care",2023-05-20,https://nchc.org/facts-resources/cost-containment-key-accessible-affordable-high-quality-health-care/,en,facts-resources,
"The Costly Impact of Physican Ownership of Medical Equipment",2023-05-20,https://nchc.org/facts-resources/costly-impact-physican-ownership-medical-equipment/,en,facts-resources,
"CRS Report Identifies Workforce and Quality Provisions of Health Reform",2023-05-20,https://nchc.org/facts-resources/crs-report-identifies-workforce-and-quality-provisions-health-reform/,en,facts-resources,
"CRS Summarizes Discretionary Funding, Appropiations and Fund Transfers in ACA",2023-05-20,https://nchc.org/facts-resources/crs-summarizes-discretionary-funding-appropiations-and-fund-transfers-aca/,en,facts-resources,
"Democratic Congressional Leaders Asked to Ensure Bipartisan Process",2023-05-20,https://nchc.org/facts-resources/democratic-congressional-leaders-asked-ensure-bipartisan-process/,en,facts-resources,
"Educating Skittish Small Businesses",2023-05-20,https://nchc.org/facts-resources/educating-skittish-small-businesses/,en,facts-resources,
"The Effects of Cost-Sharing on the Health of Vulnerable Populations",2023-05-20,https://nchc.org/facts-resources/effects-cost-sharing-health-vulnerable-populations/,en,facts-resources,
"Estimated Financial Effects of the ""America's Affordable Health Choices Act of 2009"" (H.R. 3962)",2023-05-20,https://nchc.org/facts-resources/estimated-financial-effects-americas-affordable-health-choices-act-2009-hr-3962/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/list-page-8/,en,facts-resources,
"Fact Sheet - Early Retirees",2023-05-20,https://nchc.org/facts-resources/fact-sheet-early-retirees/,en,facts-resources,
"Fact Sheet - Free Drug Samples",2023-05-20,https://nchc.org/facts-resources/fact-sheet-free-drug-samples/,en,facts-resources,
"Health Care and You: Understanding the Health Care Law",2023-05-20,https://nchc.org/facts-resources/health-care-and-you-understanding-health-care-law/,en,facts-resources,
"Health Care Reform: Creating A Sustainable Health Care Marketplace",2023-05-20,https://nchc.org/facts-resources/health-care-reform-creating-sustainable-health-care-marketplace/,en,facts-resources,
"Health Reform Advocates Push for Completion of Temporary Insurance Pool",2023-05-20,https://nchc.org/facts-resources/health-reform-advocates-push-completion-temporary-insurance-pool/,en,facts-resources,
"Holding Steady, Looking Ahead: Kaiser's Annual Findings of a 50-State Survey",2023-05-20,https://nchc.org/facts-resources/holding-steady-looking-ahead-kaisers-annual-findings-50-state-survey/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-2/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-3/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-4/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-5/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-6/,en,facts-resources,
"Facts &amp; Resources",2023-05-20,https://nchc.org/facts-resources/facts-resources-7/,en,facts-resources,
"Medicare: 6 Things You Need to Know Now",2023-05-20,https://nchc.org/facts-resources/medicare-6-things-you-need-know-now/,en,facts-resources,
"National Health Expenditures Jumped 5.7 Percent Last Year",2023-05-20,https://nchc.org/facts-resources/national-health-expenditures-jumped-57-percent-last-year/,en,facts-resources,
"National Minimum Medical Loss Ratio Would Save Tens of Billions of Dollars For Businesses, Individuals - Main Street Alliance",2023-05-20,https://nchc.org/facts-resources/national-minimum-medical-loss-ratio-would-save-tens-billions-dollars-businesses-indi/,en,facts-resources,
"Need CA Health Stats? Look No Further!",2023-05-20,https://nchc.org/facts-resources/need-ca-health-stats-look-no-further/,en,facts-resources,
